ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13206369,JG418704,09/06/2023 09:41:00 AM,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2432,24,49.0,1.0,06,1167108.0,1942847.0,2023,09/14/2023 03:43:09 PM,41.998734156,-87.660613118,"(41.998734156, -87.660613118)"
12170589,JD372895,09/19/2020 08:27:00 PM,034XX W BELMONT AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,True,False,1412,14,35.0,21.0,15,1152734.0,1921063.0,2020,09/26/2020 03:40:42 PM,41.939255207,-87.714070054,"(41.939255207, -87.714070054)"
13201950,JG414086,09/06/2023 07:03:00 PM,040XX W ARMITAGE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,2525,25,26.0,20.0,26,1149233.0,1912986.0,2023,09/14/2023 03:43:09 PM,41.91715988,-87.727147152,"(41.91715988, -87.727147152)"
13202685,JG414574,09/06/2023 11:00:00 PM,047XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1113,11,28.0,25.0,07,1144781.0,1899601.0,2023,09/14/2023 03:43:09 PM,41.880515138,-87.743841898,"(41.880515138, -87.743841898)"
13208086,JG421225,08/07/2023 12:00:00 AM,037XX N TROY ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,False,False,1733,17,33.0,16.0,10,1154723.0,1924647.0,2023,09/14/2023 03:41:59 PM,41.949050296,-87.706663599,"(41.949050296, -87.706663599)"
13201532,JG413369,09/06/2023 07:10:00 AM,0000X E DELAWARE PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SMALL RETAIL STORE,False,True,1833,18,42.0,8.0,26,1176296.0,1906628.0,2023,09/14/2023 03:43:09 PM,41.899145291,-87.627910223,"(41.899145291, -87.627910223)"
13201908,JG414061,09/06/2023 03:57:00 PM,012XX S LAKE SHORE DR NB,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,132,1,4.0,33.0,06,1178818.0,1894964.0,2023,09/14/2023 03:43:09 PM,41.867081407,-87.619003708,"(41.867081407, -87.619003708)"
12134284,JD330778,08/13/2020 10:25:00 AM,106XX S CHAMPLAIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,False,False,512,5,9.0,50.0,15,1182493.0,1834447.0,2020,08/20/2020 03:59:23 PM,41.700932568,-87.607388178,"(41.700932568, -87.607388178)"
13201598,JG413426,09/06/2023 10:30:00 AM,082XX S INGLESIDE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,631,6,8.0,44.0,26,1183998.0,1850563.0,2023,09/14/2023 03:43:09 PM,41.745121812,-87.601375711,"(41.745121812, -87.601375711)"
13202882,JG414945,09/06/2023 08:10:00 PM,032XX N PITTSBURGH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),False,False,1631,16,38.0,17.0,11,1120525.0,1920493.0,2023,09/14/2023 03:43:09 PM,41.938268503,-87.832461653,"(41.938268503, -87.832461653)"
13202209,JG414282,09/06/2023 10:18:00 PM,080XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,621,6,17.0,71.0,14,1171707.0,1851447.0,2023,09/14/2023 03:43:09 PM,41.7478257,-87.646385835,"(41.7478257, -87.646385835)"
13203365,JG415523,09/06/2023 06:00:00 PM,032XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1121,11,27.0,23.0,07,1154851.0,1903819.0,2023,09/14/2023 03:43:09 PM,41.891893989,-87.706752484,"(41.891893989, -87.706752484)"
13201479,JG413182,09/06/2023 07:40:00 AM,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,True,False,1655,16,41.0,76.0,15,1104700.0,1933741.0,2023,09/14/2023 03:43:09 PM,41.974861952,-87.890372151,"(41.974861952, -87.890372151)"
13202217,JG414273,09/06/2023 09:10:00 PM,046XX S SPAULDING AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,False,True,821,8,12.0,58.0,20,1155161.0,1873610.0,2023,09/14/2023 03:43:09 PM,41.808990794,-87.70642393,"(41.808990794, -87.70642393)"
13207921,JG420973,08/14/2023 03:00:00 PM,077XX S HERMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,611,6,17.0,71.0,05,1166024.0,1853400.0,2023,09/14/2023 03:41:59 PM,41.753307626,-87.667154745,"(41.753307626, -87.667154745)"
13202655,JG414507,09/06/2023 10:00:00 PM,040XX W 47TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,815,8,14.0,57.0,06,1150059.0,1873158.0,2023,09/14/2023 03:43:09 PM,41.807851044,-87.725149,"(41.807851044, -87.725149)"
13202293,JG414323,09/06/2023 11:58:00 PM,040XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1915,19,46.0,3.0,14,1168440.0,1927188.0,2023,09/14/2023 03:43:09 PM,41.955736616,-87.656168497,"(41.955736616, -87.656168497)"
13201370,JG413267,09/06/2023 01:30:00 AM,064XX S SEELEY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,726,7,16.0,67.0,08A,1163804.0,1861867.0,2023,09/14/2023 03:43:09 PM,41.776589139,-87.675052781,"(41.776589139, -87.675052781)"
13204911,JG413452,09/06/2023 11:20:00 AM,013XX S CLINTON ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,124,1,28.0,28.0,06,1172924.0,1894302.0,2023,09/14/2023 03:43:09 PM,41.865397377,-87.640660777,"(41.865397377, -87.640660777)"
13208507,JG421651,06/12/2023 03:00:00 PM,005XX E 44TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,221,2,3.0,38.0,07,1180728.0,1875631.0,2023,09/14/2023 03:41:59 PM,41.813986532,-87.61258752,"(41.813986532, -87.61258752)"
13201879,JG413767,09/06/2023 03:30:00 PM,068XX N KEDZIE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,2411,24,50.0,2.0,08A,1153849.0,1945170.0,2023,09/14/2023 03:43:09 PM,42.005384054,-87.709326751,"(42.005384054, -87.709326751)"
13202084,JG413830,09/06/2023 03:33:00 PM,041XX S PULASKI RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,815,8,14.0,57.0,06,1150366.0,1876794.0,2023,09/14/2023 03:43:09 PM,41.817822779,-87.72392842,"(41.817822779, -87.72392842)"
13208403,JG421644,06/05/2023 12:00:00 PM,014XX W MORSE AVE,0810,THEFT,OVER $500,BAR OR TAVERN,False,False,2431,24,49.0,1.0,06,1165450.0,1946172.0,2023,09/14/2023 03:41:59 PM,42.007893607,-87.66661712,"(42.007893607, -87.66661712)"
13202503,JG414515,09/06/2023 10:00:00 PM,041XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1114,11,28.0,26.0,07,1148710.0,1900169.0,2023,09/14/2023 03:43:09 PM,41.881998832,-87.729400168,"(41.881998832, -87.729400168)"
13201634,JG413241,09/06/2023 09:11:00 AM,018XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1225,12,27.0,28.0,08A,1164248.0,1898656.0,2023,09/14/2023 03:43:09 PM,41.877532811,-87.672387519,"(41.877532811, -87.672387519)"
13202292,JG412948,09/06/2023 12:40:00 AM,082XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,614,6,17.0,71.0,14,1165120.0,1850031.0,2023,09/14/2023 03:43:09 PM,41.744081763,-87.670562675,"(41.744081763, -87.670562675)"
13201489,JG413332,09/06/2023 06:00:00 AM,008XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1213,12,27.0,24.0,08B,1168439.0,1905831.0,2023,09/14/2023 03:43:09 PM,41.897131925,-87.656791646,"(41.897131925, -87.656791646)"
13201635,JG413284,09/06/2023 09:41:00 AM,127XX S HALSTED ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,523,5,9.0,53.0,04A,1173313.0,1820528.0,2023,09/14/2023 03:43:09 PM,41.662944028,-87.641411276,"(41.662944028, -87.641411276)"
13208271,JG421271,09/06/2023 05:00:00 PM,037XX N KIMBALL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE - GARAGE,False,False,1733,17,33.0,16.0,11,1153053.0,1924850.0,2023,09/14/2023 03:43:09 PM,41.949640684,-87.712796874,"(41.949640684, -87.712796874)"
13202316,JG414343,09/06/2023 04:00:00 PM,011XX S ST LOUIS AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",ALLEY,False,True,1133,11,24.0,29.0,04B,1153217.0,1894682.0,2023,09/14/2023 03:43:09 PM,41.866853689,-87.712996017,"(41.866853689, -87.712996017)"
13201584,JG413441,09/06/2023 11:45:00 AM,051XX W NORTH AVE,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,GOVERNMENT BUILDING / PROPERTY,True,False,2533,25,37.0,25.0,14,1141947.0,1910153.0,2023,09/14/2023 03:43:09 PM,41.909524018,-87.753986578,"(41.909524018, -87.753986578)"
13201917,JG413713,09/06/2023 03:02:00 PM,029XX W 59TH ST,0820,THEFT,$500 AND UNDER,TAVERN / LIQUOR STORE,False,False,824,8,15.0,66.0,06,1157625.0,1865375.0,2023,09/14/2023 03:43:09 PM,41.786343156,-87.697609774,"(41.786343156, -87.697609774)"
13202023,JG413619,09/06/2023 01:26:00 PM,051XX S CARPENTER ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,False,False,934,9,20.0,61.0,15,1170186.0,1870718.0,2023,09/29/2023 03:41:29 PM,41.800740861,-87.651399312,"(41.800740861, -87.651399312)"
12031641,JD210707,04/16/2020 05:00:00 PM,009XX W DIVERSEY PKWY,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False,1933,19,44.0,6.0,26,1169618.0,1918791.0,2020,04/23/2020 03:45:11 PM,41.932669282,-87.652083276,"(41.932669282, -87.652083276)"
12124732,JD319542,08/03/2020 01:00:00 PM,100XX S EXCHANGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,431,4,10.0,51.0,07,1197492.0,1838929.0,2020,08/10/2020 03:41:58 PM,41.712871535,-87.552319304,"(41.712871535, -87.552319304)"
13202366,JG413027,09/06/2023 03:48:00 AM,096XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2223,22,21.0,73.0,08B,1172677.0,1840886.0,2023,09/14/2023 03:43:09 PM,41.718823567,-87.643141787,"(41.718823567, -87.643141787)"
13201082,JG412949,09/06/2023 12:18:00 AM,011XX W 63RD ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,CONVENIENCE STORE,False,False,724,7,16.0,68.0,10,1169601.0,1863016.0,2023,09/14/2023 03:43:09 PM,41.779618399,-87.653767961,"(41.779618399, -87.653767961)"
12038677,JD218445,04/27/2020 03:00:00 PM,038XX W FLOURNOY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,1133,11,24.0,26.0,14,1151004.0,1896757.0,2020,05/04/2020 03:42:21 PM,41.87259132,-87.721065935,"(41.87259132, -87.721065935)"
12000286,JD175161,03/04/2020 01:30:00 PM,005XX W 103RD ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,2232,22,9.0,73.0,06,1174653.0,1836595.0,2020,03/11/2020 03:40:48 PM,41.707004754,-87.636031665,"(41.707004754, -87.636031665)"
13201977,JG413788,09/06/2023 03:30:00 PM,036XX S UNION AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,915,9,11.0,60.0,04B,1172228.0,1880850.0,2023,09/14/2023 03:43:09 PM,41.828499363,-87.64361241,"(41.828499363, -87.64361241)"
13208235,JG421358,08/26/2023 01:50:00 AM,035XX W 55TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,SCHOOL - PUBLIC BUILDING,False,False,822,8,14.0,63.0,14,1153756.0,1867915.0,2023,09/14/2023 03:41:59 PM,41.793390915,-87.711728299,"(41.793390915, -87.711728299)"
12108203,JD300007,07/16/2020 11:40:00 PM,016XX W 78TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,611,6,17.0,71.0,14,1166576.0,1852984.0,2020,07/23/2020 03:42:06 PM,41.752154317,-87.665143707,"(41.752154317, -87.665143707)"
12201967,JD409388,10/22/2020 11:30:00 AM,069XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,False,False,322,3,6.0,69.0,06,1177495.0,1859111.0,2020,12/17/2020 03:40:05 PM,41.768727829,-87.624945647,"(41.768727829, -87.624945647)"
13202840,JG414953,09/06/2023 10:00:00 AM,063XX S MARYLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,312,3,20.0,42.0,05,1183000.0,1863278.0,2023,09/14/2023 03:43:09 PM,41.780036279,-87.604637829,"(41.780036279, -87.604637829)"
13202933,JG414643,09/06/2023 06:00:00 PM,048XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,222,2,4.0,39.0,14,1186842.0,1873319.0,2023,09/14/2023 03:43:09 PM,41.807499342,-87.590234482,"(41.807499342, -87.590234482)"
13202139,JG414210,09/06/2023 09:00:00 PM,028XX E 90TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4,10.0,46.0,14,1196758.0,1845842.0,2023,09/14/2023 03:43:09 PM,41.731859652,-87.554778427,"(41.731859652, -87.554778427)"
13201430,JG413128,09/06/2023 06:00:00 AM,0000X N HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1122,11,28.0,26.0,08B,1151064.0,1899854.0,2023,09/14/2023 03:43:09 PM,41.881088655,-87.720764494,"(41.881088655, -87.720764494)"
13201836,JG413728,09/06/2023 01:58:00 PM,011XX E 82ND PL,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,411,4,8.0,45.0,04B,1185301.0,1850520.0,2023,09/14/2023 03:43:09 PM,41.744973301,-87.596602719,"(41.744973301, -87.596602719)"
13202130,JG414193,09/06/2023 08:10:00 PM,107XX S CALHOUN AVE,0460,BATTERY,SIMPLE,STREET,False,False,434,4,10.0,51.0,08B,1194895.0,1834264.0,2023,09/14/2023 03:43:09 PM,41.700134558,-87.561983199,"(41.700134558, -87.561983199)"
13202081,JG414117,09/06/2023 06:07:00 PM,020XX N ALBANY AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,1414,14,1.0,22.0,06,1155193.0,1913452.0,2023,09/14/2023 03:43:09 PM,41.918320935,-87.705237426,"(41.918320935, -87.705237426)"
13201899,JG413889,09/06/2023 01:30:00 PM,092XX S COMMERCIAL AVE,0330,ROBBERY,AGGRAVATED,BANK,False,False,423,4,10.0,46.0,03,1197746.0,1844398.0,2023,09/14/2023 03:43:09 PM,41.727872617,-87.551207132,"(41.727872617, -87.551207132)"
13202502,JG414506,09/06/2023 10:30:00 PM,001XX W 73RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,731,7,6.0,69.0,07,1176816.0,1856592.0,2023,09/14/2023 03:43:09 PM,41.761830729,-87.627510276,"(41.761830729, -87.627510276)"
13201121,JG412979,09/06/2023 01:50:00 AM,051XX S WENTWORTH AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,False,False,225,2,20.0,37.0,26,1175826.0,1871120.0,2023,09/14/2023 03:43:09 PM,41.80171934,-87.630703621,"(41.80171934, -87.630703621)"
13201931,JG414079,09/06/2023 06:45:00 PM,0000X E ROOSEVELT RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,False,False,123,1,4.0,32.0,11,1176818.0,1895074.0,2023,09/14/2023 03:43:09 PM,41.867428687,-87.626342565,"(41.867428687, -87.626342565)"
12086087,JD273573,06/23/2020 12:00:00 PM,023XX W MADISON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,OTHER (SPECIFY),False,False,1223,12,27.0,28.0,03,1160863.0,1899962.0,2020,06/30/2020 03:41:52 PM,41.881187452,-87.684780097,"(41.881187452, -87.684780097)"
12060378,JD243809,05/26/2020 08:00:00 PM,033XX W MARQUETTE RD,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,831,8,17.0,66.0,06,1155372.0,1859996.0,2020,06/02/2020 03:42:16 PM,41.771627792,-87.706014366,"(41.771627792, -87.706014366)"
12046377,JD222375,05/02/2020 02:30:00 PM,066XX S LANGLEY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,321,3,20.0,42.0,04B,1182033.0,1861144.0,2020,09/07/2021 03:41:02 PM,41.774202812,-87.608248922,"(41.774202812, -87.608248922)"
13201362,JG413215,09/06/2023 08:45:00 AM,027XX N CICERO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,AUTO / BOAT / RV DEALERSHIP,False,False,2521,25,31.0,19.0,08A,1143927.0,1917601.0,2023,09/14/2023 03:43:09 PM,41.929925166,-87.746525605,"(41.929925166, -87.746525605)"
13202258,JG413851,09/06/2023 03:30:00 PM,008XX W 115TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,524,5,21.0,53.0,06,1172876.0,1828589.0,2023,09/14/2023 03:43:09 PM,41.685074357,-87.642774065,"(41.685074357, -87.642774065)"
13201586,JG413442,09/06/2023 11:45:00 AM,006XX W 71ST ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,True,732,7,6.0,68.0,08B,1173056.0,1857809.0,2023,09/14/2023 03:43:09 PM,41.765254159,-87.641255151,"(41.765254159, -87.641255151)"
13202867,JG414148,09/06/2023 06:15:00 PM,008XX S WABASH AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,COLLEGE / UNIVERSITY - RESIDENCE HALL,False,True,123,1,4.0,32.0,02,1176920.0,1896499.0,2023,09/14/2023 03:43:09 PM,41.871336669,-87.625925,"(41.871336669, -87.625925)"
13202429,JG414485,09/06/2023 10:00:00 PM,050XX N MAJOR AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1622,16,45.0,11.0,06,1137176.0,1933270.0,2023,09/14/2023 03:43:09 PM,41.973046564,-87.7709563,"(41.973046564, -87.7709563)"
13201993,JG414080,09/06/2023 07:00:00 PM,034XX W SCHRAEDER DR,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,True,False,1123,11,28.0,27.0,18,1153404.0,1900665.0,2023,09/14/2023 03:43:09 PM,41.883267969,-87.712150552,"(41.883267969, -87.712150552)"
13202937,JG414638,09/06/2023 06:00:00 PM,048XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,222,2,4.0,39.0,14,1186909.0,1873187.0,2023,09/14/2023 03:43:09 PM,41.807135535,-87.589992936,"(41.807135535, -87.589992936)"
13208285,JG421296,09/06/2023 02:30:00 AM,071XX S HAMLIN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,833,8,23.0,65.0,07,1152269.0,1856960.0,2023,09/14/2023 03:43:09 PM,41.763358065,-87.717468752,"(41.763358065, -87.717468752)"
13203085,JG415325,09/06/2023 07:45:00 PM,048XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,222,2,4.0,39.0,06,1186953.0,1873098.0,2023,09/14/2023 03:43:09 PM,41.806890268,-87.589834384,"(41.806890268, -87.589834384)"
13201480,JG413264,09/06/2023 08:46:00 AM,024XX N HARDING AVE,0460,BATTERY,SIMPLE,APARTMENT,True,False,2524,25,35.0,22.0,08B,1149639.0,1915981.0,2023,09/14/2023 03:43:09 PM,41.92537055,-87.725577509,"(41.92537055, -87.725577509)"
12199392,JD405982,10/21/2020 08:35:00 AM,011XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,123,1,4.0,32.0,08B,1177417.0,1895669.0,2020,12/17/2020 03:40:05 PM,41.869047845,-87.624125523,"(41.869047845, -87.624125523)"
13201813,JG413894,09/06/2023 11:25:00 AM,055XX N WASHTENAW AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,False,False,2011,20,40.0,4.0,26,1157339.0,1936894.0,2023,09/14/2023 03:43:09 PM,41.982603849,-87.696713091,"(41.982603849, -87.696713091)"
13202261,JG414331,09/07/2023 12:00:00 AM,079XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,422,4,7.0,46.0,08B,1194232.0,1852910.0,2023,09/14/2023 03:43:09 PM,41.751317167,-87.563800456,"(41.751317167, -87.563800456)"
13201876,JG413978,09/06/2023 01:24:00 PM,010XX W NORTH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,False,1811,18,32.0,7.0,08A,1169007.0,1910823.0,2023,09/14/2023 03:43:09 PM,41.91081797,-87.654560398,"(41.91081797, -87.654560398)"
13202232,JG414281,09/06/2023 10:50:00 PM,035XX W BRYN MAWR AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1711,17,39.0,13.0,03,1151848.0,1936985.0,2023,09/14/2023 03:43:09 PM,41.982963773,-87.716905397,"(41.982963773, -87.716905397)"
13202985,JG415105,09/06/2023 09:30:00 PM,034XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1422,14,26.0,22.0,14,1153231.0,1913079.0,2023,09/14/2023 03:43:09 PM,41.917336596,-87.712455913,"(41.917336596, -87.712455913)"
13201515,JG413323,09/06/2023 10:10:00 AM,080XX S EUCLID AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,414,4,8.0,46.0,08B,1190594.0,1852115.0,2023,09/14/2023 03:43:09 PM,41.749224132,-87.577157314,"(41.749224132, -87.577157314)"
13202180,JG414236,09/06/2023 09:29:00 PM,051XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,932,9,16.0,61.0,08B,1164221.0,1870683.0,2023,09/14/2023 03:43:09 PM,41.800772595,-87.673275953,"(41.800772595, -87.673275953)"
13208012,JG421000,08/17/2023 12:00:00 PM,019XX S LEAVITT ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1234,12,25.0,31.0,08A,1162006.0,1890618.0,2023,09/14/2023 03:41:59 PM,41.855522867,-87.680843862,"(41.855522867, -87.680843862)"
13202118,JG414083,09/06/2023 06:18:00 PM,057XX S ABERDEEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,712,7,16.0,68.0,15,1169961.0,1866800.0,2023,09/14/2023 03:43:09 PM,41.789994324,-87.652338285,"(41.789994324, -87.652338285)"
13201961,JG414119,09/06/2023 05:30:00 PM,078XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,612,6,17.0,71.0,07,1167473.0,1852841.0,2023,09/14/2023 03:43:09 PM,41.751742742,-87.661860682,"(41.751742742, -87.661860682)"
13208353,JG421608,08/28/2023 07:30:00 PM,009XX W WASHINGTON BLVD,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,1224,12,34.0,28.0,06,1170224.0,1900729.0,2023,09/14/2023 03:41:59 PM,41.883092889,-87.650384784,"(41.883092889, -87.650384784)"
13202210,JG414227,09/06/2023 09:00:00 PM,041XX N FRANCISCO AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1724,17,33.0,16.0,08A,1156307.0,1927409.0,2023,09/14/2023 03:43:09 PM,41.95659747,-87.700766117,"(41.95659747, -87.700766117)"
13201208,JG413019,09/06/2023 03:34:00 AM,050XX S KNOX AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,815,8,14.0,56.0,04A,1146210.0,1870856.0,2023,09/14/2023 03:43:09 PM,41.801607877,-87.739324672,"(41.801607877, -87.739324672)"
13201241,JG413055,09/06/2023 05:40:00 AM,039XX W ALTGELD ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2524,25,35.0,22.0,06,1149832.0,1916338.0,2023,09/14/2023 03:43:09 PM,41.926346433,-87.724859021,"(41.926346433, -87.724859021)"
13203776,JG415874,09/06/2023 07:00:00 PM,026XX N NARRAGANSETT AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,False,False,2512,25,36.0,19.0,08B,1133297.0,1916857.0,2023,09/14/2023 03:43:09 PM,41.928076536,-87.785606186,"(41.928076536, -87.785606186)"
13201706,JG413540,09/06/2023 01:19:00 PM,117XX S CALUMET AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,532,5,9.0,53.0,07,1180561.0,1827176.0,2023,09/14/2023 03:43:09 PM,41.681024396,-87.614684538,"(41.681024396, -87.614684538)"
13207913,JG420885,09/02/2023 02:00:00 AM,003XX W ILLINOIS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1831,18,42.0,8.0,11,1174082.0,1903553.0,2023,09/14/2023 03:41:59 PM,41.890756989,-87.636133879,"(41.890756989, -87.636133879)"
13203257,JG414222,09/06/2023 09:33:00 PM,082XX S SANGAMON ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,613,6,17.0,71.0,26,1171413.0,1850152.0,2023,09/14/2023 03:43:09 PM,41.744278483,-87.647500963,"(41.744278483, -87.647500963)"
12066721,JD251158,06/02/2020 01:44:00 PM,008XX W 98TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,2223,22,34.0,73.0,04B,1172290.0,1839525.0,2020,06/09/2020 03:43:29 PM,41.71509729,-87.644599112,"(41.71509729, -87.644599112)"
13202285,JG414290,09/06/2023 10:09:00 PM,006XX E 75TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,True,False,323,3,6.0,69.0,24,1181781.0,1855423.0,2023,09/14/2023 03:43:09 PM,41.758509638,-87.609349222,"(41.758509638, -87.609349222)"
12171272,JD371597,09/18/2020 01:00:00 PM,030XX W 42ND ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,921,9,15.0,58.0,04A,1156837.0,1876636.0,2020,09/07/2021 03:41:02 PM,41.817260819,-87.700194873,"(41.817260819, -87.700194873)"
